Date,Day ,Month,Year,Quarter,Open,High,Low,Close,Volume
03-03-2009,Tuesday,March,2009,Q1,2.68745,2.73674,2.6509,2.66444,853592461.7
04-03-2009,Wednesday,March,2009,Q1,2.71885,2.79786,2.69812,2.74988,877299083.7
05-03-2009,Thursday,March,2009,Q1,2.72162,2.77102,2.667,2.67935,835025928.6
06-03-2009,Friday,March,2009,Q1,2.66315,2.66572,2.4829,2.57279,1195994201
09-03-2009,Monday,March,2009,Q1,2.53477,2.64201,2.49081,2.50661,826916627.4
10-03-2009,Tuesday,March,2009,Q1,2.55649,2.68983,2.54436,2.67264,999815038.6
11-03-2009,Wednesday,March,2009,Q1,2.71145,2.83699,2.70207,2.7949,1002270451
12-03-2009,Thursday,March,2009,Q1,2.80193,2.91333,2.77465,2.90661,909994970.2
13-03-2009,Friday,March,2009,Q1,2.90524,2.9306,2.86562,2.89347,711920990.4
16-03-2009,Monday,March,2009,Q1,2.91185,2.93673,2.84014,2.87766,944118414.9
17-03-2009,Tuesday,March,2009,Q1,2.87175,3.00666,2.86731,3.00568,932448318
18-03-2009,Wednesday,March,2009,Q1,3.0126,3.12054,3.00765,3.06108,942655789.3
19-03-2009,Thursday,March,2009,Q1,3.07511,3.11165,3.02385,3.06454,592296005.1
20-03-2009,Friday,March,2009,Q1,3.08074,3.10948,3.03353,3.06356,823745780.8
23-03-2009,Monday,March,2009,Q1,3.09683,3.26188,3.06868,3.24766,789124802.4
24-03-2009,Tuesday,March,2009,Q1,3.20055,3.30098,3.17882,3.2121,758736432.3
25-03-2009,Wednesday,March,2009,Q1,3.24263,3.2678,3.13259,3.2119,765717260.1
26-03-2009,Thursday,March,2009,Q1,3.25527,3.3168,3.24509,3.31373,729455859.8
27-03-2009,Friday,March,2009,Q1,3.27273,3.27313,3.20913,3.22206,583645113.9
30-03-2009,Monday,March,2009,Q1,3.13981,3.16726,3.09467,3.15114,595162108
31-03-2009,Tuesday,March,2009,Q1,3.18247,3.24113,3.16676,3.17042,674342693.3
01-04-2009,Wednesday,April,2009,Q2,3.13833,3.28764,3.13329,3.2778,696812826
02-04-2009,Thursday,April,2009,Q2,3.31876,3.46117,3.31126,3.39957,959272914.6
03-04-2009,Friday,April,2009,Q2,3.43533,3.50267,3.42385,3.49832,749816620.3
06-04-2009,Monday,April,2009,Q2,3.467,3.58178,3.41664,3.57241,777577334.5
07-04-2009,Tuesday,April,2009,Q2,3.51147,3.51888,3.4437,3.46839,634206130
08-04-2009,Wednesday,April,2009,Q2,3.4753,3.52212,3.45596,3.50841,538809985.8
09-04-2009,Thursday,April,2009,Q2,3.57241,3.61942,3.55759,3.60579,627574457.4
13-04-2009,Monday,April,2009,Q2,3.61942,3.64856,3.5897,3.62603,460623218.6
14-04-2009,Tuesday,April,2009,Q2,3.60499,3.62474,3.53616,3.56797,537626711.7
15-04-2009,Wednesday,April,2009,Q2,3.52885,3.56647,3.49121,3.5478,488606322
16-04-2009,Thursday,April,2009,Q2,3.59561,3.71532,3.58307,3.66298,701244087.8
17-04-2009,Friday,April,2009,Q2,3.65052,3.74691,3.62702,3.72333,588910511.9
20-04-2009,Monday,April,2009,Q2,3.67265,3.70978,3.59423,3.63423,552234981.2
21-04-2009,Tuesday,April,2009,Q2,3.58801,3.68292,3.57675,3.67265,555776310.9
22-04-2009,Wednesday,April,2009,Q2,3.69794,3.7804,3.65577,3.66484,1092595897
23-04-2009,Thursday,April,2009,Q2,3.8201,3.83691,3.72508,3.78208,1116735670
24-04-2009,Friday,April,2009,Q2,3.75501,3.77389,3.70939,3.73646,639654434.2
27-04-2009,Monday,April,2009,Q2,3.70604,3.76984,3.70012,3.76194,568973417.3
28-04-2009,Tuesday,April,2009,Q2,3.72035,3.80657,3.71817,3.73646,538679545.4
29-04-2009,Wednesday,April,2009,Q2,3.7654,3.82623,3.73418,3.77389,542118772.2
30-04-2009,Thursday,April,2009,Q2,3.81181,3.83088,3.76756,3.79444,589597991.7
01-05-2009,Friday,May,2009,Q2,3.79444,3.85862,3.79364,3.83788,470635117.5
04-05-2009,Monday,May,2009,Q2,3.86594,3.98861,3.85041,3.98306,721845514.9
05-05-2009,Tuesday,May,2009,Q2,3.97389,4.00686,3.95442,4.00195,471330000.6
06-05-2009,Wednesday,May,2009,Q2,4.02624,4.02671,3.92737,3.99622,560594371.1
07-05-2009,Thursday,May,2009,Q2,3.98376,3.99325,3.85695,3.89289,628118117.9
08-05-2009,Friday,May,2009,Q2,3.89359,3.9579,3.80835,3.89657,554069717
11-05-2009,Monday,May,2009,Q2,3.83878,3.949,3.83424,3.90792,478996833
12-05-2009,Tuesday,May,2009,Q2,3.91177,3.91177,3.71787,3.75267,718875145.3
13-05-2009,Wednesday,May,2009,Q2,3.71453,3.73971,3.59965,3.60313,702468392.9
14-05-2009,Thursday,May,2009,Q2,3.61181,3.72548,3.60993,3.70871,527822735.6
15-05-2009,Friday,May,2009,Q2,3.68312,3.75869,3.66781,3.69183,434178363.3
18-05-2009,Monday,May,2009,Q2,3.73448,3.82189,3.66643,3.8201,541632132.8
19-05-2009,Tuesday,May,2009,Q2,3.82603,3.90031,3.79215,3.8439,439992894.3
20-05-2009,Wednesday,May,2009,Q2,3.8532,3.89734,3.77873,3.79582,459379727
21-05-2009,Thursday,May,2009,Q2,3.76984,3.82407,3.70693,3.74486,482419929.9
22-05-2009,Friday,May,2009,Q2,3.74167,3.74486,3.67225,3.69446,352850910.5
26-05-2009,Tuesday,May,2009,Q2,3.7652,3.94593,3.75669,3.94435,749420196.3
27-05-2009,Wednesday,May,2009,Q2,3.97389,4.07097,3.94762,4.01211,765306055.8
28-05-2009,Thursday,May,2009,Q2,4.02671,4.08381,3.98209,4.07394,575668668.8
29-05-2009,Friday,May,2009,Q2,4.0843,4.09883,4.03701,4.09587,540044022.9
01-06-2009,Monday,June,2009,Q2,4.11226,4.22189,4.10179,4.20361,533684192.2
02-06-2009,Tuesday,June,2009,Q2,4.19187,4.26376,4.17151,4.20787,536862232.4
03-06-2009,Wednesday,June,2009,Q2,4.22467,4.25654,4.19434,4.25113,666200419.5
04-06-2009,Thursday,June,2009,Q2,4.22516,4.34882,4.22347,4.33537,647179916.8
05-06-2009,Friday,June,2009,Q2,4.38882,4.41528,4.31957,4.36294,748222215.8
08-06-2009,Monday,June,2009,Q2,4.34022,4.35029,4.20589,4.33854,1101354419
09-06-2009,Tuesday,June,2009,Q2,4.33755,4.35976,4.23838,4.30486,799838207
10-06-2009,Wednesday,June,2009,Q2,4.28225,4.29259,4.17004,4.2293,814442373.9
11-06-2009,Thursday,June,2009,Q2,4.21181,4.2694,4.17784,4.22089,620663154.9
12-06-2009,Friday,June,2009,Q2,4.18802,4.19532,4.10318,4.13113,665294021.3
15-06-2009,Monday,June,2009,Q2,4.10099,4.12993,4.06803,4.10437,638865482.2
16-06-2009,Tuesday,June,2009,Q2,4.12026,4.17519,4.10486,4.11148,605071795.5
17-06-2009,Wednesday,June,2009,Q2,4.12304,4.14625,4.05685,4.08926,675551160
18-06-2009,Thursday,June,2009,Q2,4.10179,4.16215,4.08956,4.09814,503862852.8
19-06-2009,Friday,June,2009,Q2,4.16391,4.20826,4.12896,4.20758,852545559.1
22-06-2009,Monday,June,2009,Q2,4.24094,4.2694,4.11108,4.14346,749693281.5
23-06-2009,Tuesday,June,2009,Q2,4.11206,4.13073,4.00766,4.04133,834855556.8
24-06-2009,Wednesday,June,2009,Q2,4.08529,4.14762,4.06683,4.10782,573406140.2
25-06-2009,Thursday,June,2009,Q2,4.09587,4.22751,4.07847,4.21834,696510195.5
26-06-2009,Friday,June,2009,Q2,4.21518,4.32974,4.21518,4.29578,519137071.7
29-06-2009,Monday,June,2009,Q2,4.3263,4.3417,4.2688,4.28145,671928226.1
30-06-2009,Tuesday,June,2009,Q2,4.3027,4.33705,4.27651,4.29558,513867353.4
01-07-2009,Wednesday,July,2009,Q3,4.32846,4.36294,4.29785,4.30771,490251405.4
02-07-2009,Thursday,July,2009,Q3,4.26308,4.30771,4.21646,4.22289,437598824.7
06-07-2009,Monday,July,2009,Q3,4.18259,4.19187,4.1088,4.17961,589467293.2
07-07-2009,Tuesday,July,2009,Q3,4.17568,4.21349,4.07749,4.0843,545427484.6
08-07-2009,Wednesday,July,2009,Q3,4.09913,4.16291,4.0537,4.13884,680712624.5
09-07-2009,Thursday,July,2009,Q3,4.1565,4.16166,4.09943,4.11206,405987164.1
10-07-2009,Friday,July,2009,Q3,4.11374,4.19128,4.11078,4.17687,525990149.2
13-07-2009,Monday,July,2009,Q3,4.20856,4.29259,4.1487,4.29259,570907769.5
14-07-2009,Tuesday,July,2009,Q3,4.28432,4.3184,4.25834,4.29034,410549964.8
15-07-2009,Wednesday,July,2009,Q3,4.36915,4.43366,4.35255,4.42978,572766662.2
16-07-2009,Thursday,July,2009,Q3,4.39977,4.46388,4.39058,4.44916,464843770.4
17-07-2009,Friday,July,2009,Q3,4.49864,4.58447,4.48361,4.57638,712049364.3
20-07-2009,Monday,July,2009,Q3,4.61853,4.67572,4.55108,4.61242,866381656.5
21-07-2009,Tuesday,July,2009,Q3,4.62713,4.62713,4.51632,4.56867,1009486962
22-07-2009,Wednesday,July,2009,Q3,4.7505,4.78753,4.70833,4.72718,1034459950
23-07-2009,Thursday,July,2009,Q3,4.72058,4.77865,4.69113,4.76008,622233506.8
24-07-2009,Friday,July,2009,Q3,4.73291,4.82545,4.72038,4.82545,519091133.2
27-07-2009,Monday,July,2009,Q3,4.82545,4.85192,4.74309,4.82861,511789451.2
28-07-2009,Tuesday,July,2009,Q3,4.79445,4.82861,4.75316,4.82545,429960240.6
29-07-2009,Wednesday,July,2009,Q3,4.79248,4.83968,4.77253,4.82635,452346313.8
30-07-2009,Thursday,July,2009,Q3,4.87702,4.96719,4.87069,4.9098,554600413.7
31-07-2009,Friday,July,2009,Q3,4.91565,4.97587,4.91256,4.92779,500311366.9
03-08-2009,Monday,August,2009,Q3,4.98034,5.02536,4.97212,5.01944,465552839.4
04-08-2009,Tuesday,August,2009,Q3,4.97687,4.99377,4.95326,4.99297,467911283.8
05-08-2009,Wednesday,August,2009,Q3,5.00632,5.04927,4.95326,4.97925,500189444.5
06-08-2009,Thursday,August,2009,Q3,4.99297,5.02111,4.91819,4.94389,404223224.2
07-08-2009,Friday,August,2009,Q3,4.97015,5.02408,4.97015,4.99187,458214990.4
10-08-2009,Monday,August,2009,Q3,4.98843,5.02408,4.93618,4.96719,355317231
11-08-2009,Tuesday,August,2009,Q3,4.9347,4.95751,4.88243,4.91059,420345233.5
12-08-2009,Wednesday,August,2009,Q3,4.90033,5.02763,4.89934,4.98596,525664236.6
13-08-2009,Thursday,August,2009,Q3,5.02506,5.08629,5.02062,5.07869,520668234.4
14-08-2009,Friday,August,2009,Q3,5.062,5.07395,4.99267,5.02972,361938196.6
17-08-2009,Monday,August,2009,Q3,4.9344,4.9344,4.80827,4.81281,619423767.8
18-08-2009,Tuesday,August,2009,Q3,4.8785,4.95385,4.86822,4.94634,502916895.8
19-08-2009,Wednesday,August,2009,Q3,4.90774,4.98546,4.89904,4.96413,488017967.4
20-08-2009,Thursday,August,2009,Q3,4.97242,5.02783,4.96432,5.01647,404463269
21-08-2009,Friday,August,2009,Q3,5.062,5.10853,5.0305,5.10407,491748301.6
24-08-2009,Monday,August,2009,Q3,5.12739,5.14832,5.07494,5.09895,481100302.5
25-08-2009,Tuesday,August,2009,Q3,5.1103,5.15563,5.10112,5.10921,383424998.6
26-08-2009,Wednesday,August,2009,Q3,5.09528,5.11317,5.02892,5.04995,359153859.9
27-08-2009,Thursday,August,2009,Q3,5.08415,5.11397,4.97065,5.11098,530477983.6
28-08-2009,Friday,August,2009,Q3,5.18901,5.20216,5.08186,5.12848,536942766.4
31-08-2009,Monday,August,2009,Q3,5.06932,5.09214,5.02062,5.07345,368174669.3
01-09-2009,Tuesday,September,2009,Q3,5.06714,5.12739,4.97411,4.98546,554644546.9
02-09-2009,Wednesday,September,2009,Q3,4.96116,5.05617,4.9503,4.98121,430999704.5
03-09-2009,Thursday,September,2009,Q3,5.02131,5.03958,4.97587,5.02211,347916520
04-09-2009,Friday,September,2009,Q3,5.04305,5.14812,5.03939,5.136,442117527.7
08-09-2009,Tuesday,September,2009,Q3,5.20018,5.22142,5.18774,5.21568,371981131.1
09-09-2009,Wednesday,September,2009,Q3,5.20967,5.2623,5.11809,5.16255,960022608.5
10-09-2009,Thursday,September,2009,Q3,5.18842,5.22527,5.15149,5.20472,580790648.4
11-09-2009,Friday,September,2009,Q3,5.21658,5.22288,5.15337,5.19198,412601643.7
14-09-2009,Monday,September,2009,Q3,5.15298,5.24462,5.1344,5.23911,380756147.8
15-09-2009,Tuesday,September,2009,Q3,5.24887,5.29747,5.23513,5.28305,491346303.8
16-09-2009,Wednesday,September,2009,Q3,5.36838,5.5119,5.36484,5.48443,888968088.2
17-09-2009,Thursday,September,2009,Q3,5.48789,5.63307,5.48729,5.5664,957700154
18-09-2009,Friday,September,2009,Q3,5.60691,5.62596,5.57203,5.58003,712027019.8
21-09-2009,Monday,September,2009,Q3,5.56325,5.5848,5.47732,5.54982,517686047.1
22-09-2009,Tuesday,September,2009,Q3,5.58281,5.59112,5.51485,5.56423,422303042.9
23-09-2009,Wednesday,September,2009,Q3,5.59002,5.69708,5.58023,5.59474,700841879.5
24-09-2009,Thursday,September,2009,Q3,5.64759,5.66143,5.51269,5.54349,650138381.6
25-09-2009,Friday,September,2009,Q3,5.49282,5.59474,5.47189,5.50082,527003820.1
28-09-2009,Monday,September,2009,Q3,5.54379,5.6304,5.52937,5.61441,399258315.3
29-09-2009,Tuesday,September,2009,Q3,5.62991,5.65185,5.55871,5.59112,408389413.6
30-09-2009,Wednesday,September,2009,Q3,5.61095,5.62319,5.50852,5.59002,638487204.9
01-10-2009,Thursday,October,2009,Q4,5.59424,5.61687,5.45015,5.45492,620048933.3
02-10-2009,Friday,October,2009,Q4,5.47021,5.60828,5.46972,5.5767,654497681.1
05-10-2009,Monday,October,2009,Q4,5.61609,5.63506,5.55732,5.61047,500295492.1
06-10-2009,Tuesday,October,2009,Q4,5.66222,5.73115,5.64838,5.73115,715083358.4
07-10-2009,Wednesday,October,2009,Q4,5.72523,5.74727,5.70072,5.73756,550251211.7
08-10-2009,Thursday,October,2009,Q4,5.75496,5.7739,5.69648,5.70813,517854067.8
09-10-2009,Friday,October,2009,Q4,5.69708,5.75158,5.68879,5.74457,346909813
12-10-2009,Monday,October,2009,Q4,5.75959,5.77619,5.7196,5.75516,341025944
13-10-2009,Tuesday,October,2009,Q4,5.74795,5.76572,5.72127,5.73145,409470022.8
14-10-2009,Wednesday,October,2009,Q4,5.79662,5.80029,5.73706,5.76928,444462390.6
15-10-2009,Thursday,October,2009,Q4,5.71831,5.75811,5.71633,5.74727,441576190.9
16-10-2009,Friday,October,2009,Q4,5.70743,5.74124,5.66536,5.67188,507204629.9
19-10-2009,Monday,October,2009,Q4,5.66536,5.73065,5.59653,5.72592,1074105950
20-10-2009,Tuesday,October,2009,Q4,6.04592,6.08425,5.96681,5.99494,1341462594
21-10-2009,Wednesday,October,2009,Q4,6.02025,6.29521,6.00848,6.18085,1410707077
22-10-2009,Thursday,October,2009,Q4,6.16829,6.26893,6.10755,6.18895,935972211.7
23-10-2009,Friday,October,2009,Q4,6.20473,6.20672,6.12939,6.15081,497355669.2
26-10-2009,Monday,October,2009,Q4,6.1442,6.23574,6.03504,6.10675,572047198
27-10-2009,Tuesday,October,2009,Q4,6.08108,6.11703,5.92532,5.95229,895015706.2
28-10-2009,Wednesday,October,2009,Q4,5.95209,5.97273,5.76356,5.80285,967616206
29-10-2009,Thursday,October,2009,Q4,5.87802,5.936,5.79495,5.92197,674884277.2
30-10-2009,Friday,October,2009,Q4,5.91654,5.936,5.61163,5.68542,849237233.4
02-11-2009,Monday,November,2009,Q4,5.72523,5.81718,5.59723,5.70972,803325937.8
03-11-2009,Tuesday,November,2009,Q4,5.67012,5.71603,5.60759,5.69262,614724211.8
04-11-2009,Wednesday,November,2009,Q4,5.75188,5.847,5.73706,5.75516,576997040.1
05-11-2009,Thursday,November,2009,Q4,5.81116,5.88147,5.78527,5.85223,452211051
06-11-2009,Friday,November,2009,Q4,5.82033,5.887,5.80285,5.86113,345764301.4
09-11-2009,Monday,November,2009,Q4,5.93983,6.08938,5.91931,6.07556,623080664.5
10-11-2009,Tuesday,November,2009,Q4,6.06468,6.18251,6.0629,6.12197,474194858.2
11-11-2009,Wednesday,November,2009,Q4,6.17126,6.18321,6.0872,6.12939,525550341.3
12-11-2009,Thursday,November,2009,Q4,6.13283,6.17906,6.07476,6.09195,424121683.4
13-11-2009,Friday,November,2009,Q4,6.12167,6.17787,6.09412,6.16583,404926159.6
16-11-2009,Monday,November,2009,Q4,6.19605,6.2727,6.1835,6.232,570282391.4
17-11-2009,Tuesday,November,2009,Q4,6.21481,6.25669,6.18321,6.24305,468845993
18-11-2009,Wednesday,November,2009,Q4,6.22053,6.24305,6.15298,6.21116,442406132.3
19-11-2009,Thursday,November,2009,Q4,6.16809,6.17106,6.02568,6.04709,639786457.1
20-11-2009,Friday,November,2009,Q4,5.98202,6.04365,5.96414,6.02913,481460140.4
23-11-2009,Monday,November,2009,Q4,6.12592,6.21263,6.12127,6.20869,561106543.3
24-11-2009,Tuesday,November,2009,Q4,6.18915,6.20869,6.1195,6.16553,375656818.5
25-11-2009,Wednesday,November,2009,Q4,6.19782,6.20169,6.14518,6.15842,339207681.3
27-11-2009,Friday,November,2009,Q4,6.00495,6.12147,5.98331,6.04987,349633620.4
30-11-2009,Monday,November,2009,Q4,6.06044,6.08257,5.99494,6.02883,501944463.4
01-12-2009,Tuesday,December,2009,Q4,6.09975,6.11556,5.93679,5.94043,547778624.9
02-12-2009,Wednesday,December,2009,Q4,6.00315,6.07457,5.9036,5.91811,844850247.5
03-12-2009,Thursday,December,2009,Q4,5.96761,6.00145,5.91951,5.92622,530128580.4
04-12-2009,Friday,December,2009,Q4,6.02253,6.02844,5.73856,5.83001,978542089.5
07-12-2009,Monday,December,2009,Q4,5.83001,5.84453,5.69065,5.69826,844451740.8
08-12-2009,Tuesday,December,2009,Q4,5.70122,5.80108,5.69145,5.72651,815452164
09-12-2009,Wednesday,December,2009,Q4,5.76788,5.97668,5.73956,5.96562,807137240.4
10-12-2009,Thursday,December,2009,Q4,6.02223,6.02253,5.91456,5.92462,579001347.8
11-12-2009,Friday,December,2009,Q4,5.96364,5.97204,5.83397,5.87121,507980342.7
14-12-2009,Monday,December,2009,Q4,5.89491,5.95427,5.80769,5.94063,582791627.1
15-12-2009,Tuesday,December,2009,Q4,5.9038,5.95702,5.82843,5.85668,496171417
16-12-2009,Wednesday,December,2009,Q4,5.88147,5.92682,5.86755,5.88217,417799214.3
17-12-2009,Thursday,December,2009,Q4,5.87754,5.88147,5.76058,5.78676,458200178.8
18-12-2009,Friday,December,2009,Q4,5.8235,5.8959,5.80908,5.89422,719377422.5
21-12-2009,Monday,December,2009,Q4,5.9112,6.02388,5.90143,5.97905,720964644.4
22-12-2009,Tuesday,December,2009,Q4,6.02548,6.05848,5.9917,6.04276,412894206.1
23-12-2009,Wednesday,December,2009,Q4,6.06765,6.10361,6.05699,6.09539,408143636.1
24-12-2009,Thursday,December,2009,Q4,6.13541,6.31397,6.13283,6.30448,593135042.7
28-12-2009,Monday,December,2009,Q4,6.3678,6.45256,6.32187,6.38232,761786451
29-12-2009,Tuesday,December,2009,Q4,6.41344,6.41561,6.29561,6.30647,524827174.4
30-12-2009,Wednesday,December,2009,Q4,6.29639,6.39407,6.28246,6.3833,486532682.4
31-12-2009,Thursday,December,2009,Q4,6.42736,6.43427,6.35093,6.35525,416443485.8
04-01-2010,Monday,January,2010,Q1,6.43902,6.46922,6.40573,6.45451,581911051.4
05-01-2010,Tuesday,January,2010,Q1,6.47811,6.50241,6.43181,6.46558,712148580.6
06-01-2010,Wednesday,January,2010,Q1,6.46558,6.49137,6.35574,6.36237,651368408.2
07-01-2010,Thursday,January,2010,Q1,6.38439,6.39407,6.30478,6.35113,564145798.3
08-01-2010,Friday,January,2010,Q1,6.34617,6.39407,6.30527,6.39387,529620466.2
11-01-2010,Monday,January,2010,Q1,6.42322,6.42389,6.28672,6.33709,546033906
12-01-2010,Tuesday,January,2010,Q1,6.31278,6.32632,6.22549,6.26509,702497644.6
13-01-2010,Wednesday,January,2010,Q1,6.27673,6.36139,6.15566,6.35279,715717098.6
14-01-2010,Thursday,January,2010,Q1,6.33481,6.34765,6.30409,6.31595,512160686.7
15-01-2010,Friday,January,2010,Q1,6.3759,6.38203,6.20849,6.21027,703291743.1
19-01-2010,Tuesday,January,2010,Q1,6.28515,6.49008,6.25046,6.48582,863202273.7
20-01-2010,Wednesday,January,2010,Q1,6.4819,6.50084,6.31842,6.38588,723739162.1
21-01-2010,Thursday,January,2010,Q1,6.40327,6.43308,6.24949,6.27495,718768464.9
22-01-2010,Friday,January,2010,Q1,6.23674,6.25837,5.94547,5.96364,1038396048
25-01-2010,Monday,January,2010,Q1,6.11753,6.17373,6.03773,6.12492,1231201599
26-01-2010,Tuesday,January,2010,Q1,6.20829,6.44544,6.10962,6.21047,2202776724
27-01-2010,Wednesday,January,2010,Q1,6.23773,6.35113,6.01727,6.26923,2038087994
28-01-2010,Thursday,January,2010,Q1,6.19239,6.19782,5.99298,6.01046,1387370668
29-01-2010,Friday,January,2010,Q1,6.07219,6.09828,5.73756,5.7922,1473480100
01-02-2010,Monday,February,2010,Q1,5.80838,5.9112,5.76958,5.87317,885424317.4
02-02-2010,Tuesday,February,2010,Q1,5.90894,5.92109,5.83219,5.90645,826352736.4
03-02-2010,Wednesday,February,2010,Q1,5.88898,6.03831,5.8636,6.00848,727322047.2
04-02-2010,Thursday,February,2010,Q1,5.93727,5.98331,5.77816,5.79201,895265915.4
05-02-2010,Friday,February,2010,Q1,5.81116,5.9112,5.75615,5.89491,1005889737
08-02-2010,Monday,February,2010,Q1,5.90163,5.96811,5.85154,5.85491,564475800.3
09-02-2010,Tuesday,February,2010,Q1,5.92592,5.95674,5.87337,5.91712,748913669.6
10-02-2010,Wednesday,February,2010,Q1,5.90527,5.92948,5.85894,5.88533,437270739.3
11-02-2010,Thursday,February,2010,Q1,5.87495,6.02388,5.85323,5.99199,650826437.5
12-02-2010,Friday,February,2010,Q1,5.97708,6.08108,5.8959,6.04316,762060355.4
16-02-2010,Tuesday,February,2010,Q1,6.09067,6.144,6.07763,6.13451,641373356.1
17-02-2010,Wednesday,February,2010,Q1,6.1602,6.16158,6.05877,6.10865,514850845.2
18-02-2010,Thursday,February,2010,Q1,6.08088,6.14942,6.06072,6.12049,498911499.1
19-02-2010,Friday,February,2010,Q1,6.0875,6.1286,6.06538,6.08217,491745431.2
22-02-2010,Monday,February,2010,Q1,6.10577,6.10725,6.00751,6.04435,462342680.1
23-02-2010,Tuesday,February,2010,Q1,6.02883,6.07219,5.90242,5.9433,680958074
24-02-2010,Wednesday,February,2010,Q1,5.98705,6.07476,5.96661,6.05225,544927355.9
25-02-2010,Thursday,February,2010,Q1,5.95249,6.11832,5.93817,6.09215,787276279.5
26-02-2010,Friday,February,2010,Q1,6.10597,6.18776,6.09215,6.17106,600362669.6
01-03-2010,Monday,March,2010,Q1,6.20503,6.31842,6.19664,6.30311,650431089.8
02-03-2010,Tuesday,March,2010,Q1,6.33246,6.35843,6.26568,6.29936,670230477.4
03-03-2010,Wednesday,March,2010,Q1,6.30875,6.32967,6.27111,6.31318,439801543.9
04-03-2010,Thursday,March,2010,Q1,6.31477,6.36109,6.29294,6.35447,424522765.8
05-03-2010,Friday,March,2010,Q1,6.48423,6.62578,6.47319,6.60347,1064270790
08-03-2010,Monday,March,2010,Q1,6.63427,6.63823,6.58253,6.60741,508441274.1
09-03-2010,Tuesday,March,2010,Q1,6.57985,6.78619,6.57216,6.72585,1089006528
10-03-2010,Wednesday,March,2010,Q1,6.74737,6.80099,6.73137,6.78133,705388376.2
11-03-2010,Thursday,March,2010,Q1,6.75132,6.80129,6.7356,6.80129,479460453.6
12-03-2010,Friday,March,2010,Q1,6.8477,6.86775,6.80821,6.83418,491878528.3
15-03-2010,Monday,March,2010,Q1,6.80129,6.80129,6.64287,6.75082,583476202.2
16-03-2010,Tuesday,March,2010,Q1,6.7606,6.7855,6.71101,6.769,528881452.9
17-03-2010,Wednesday,March,2010,Q1,6.78026,6.82954,6.73394,6.75862,533363088.9
18-03-2010,Thursday,March,2010,Q1,6.75299,6.78619,6.71358,6.7755,404567179.2
19-03-2010,Friday,March,2010,Q1,6.79082,6.7935,6.6721,6.70342,661840827.4
22-03-2010,Monday,March,2010,Q1,6.65017,6.81581,6.6399,6.77907,539971573.6
23-03-2010,Tuesday,March,2010,Q1,6.80593,6.90034,6.75812,6.88752,712843612.6
24-03-2010,Wednesday,March,2010,Q1,6.87171,6.94312,6.86124,6.91705,707912722.2
25-03-2010,Thursday,March,2010,Q1,6.96307,6.96663,6.82391,6.83615,642246918.4
26-03-2010,Friday,March,2010,Q1,6.90707,6.99488,6.89333,6.96435,758474093.6
29-03-2010,Monday,March,2010,Q1,7.0245,7.05355,6.98538,7.0085,624123258
30-03-2010,Tuesday,March,2010,Q1,7.138,7.16269,7.0652,7.1133,622085516
31-03-2010,Wednesday,March,2010,Q1,7.1133,7.13631,7.07152,7.08772,508939807.2
01-04-2010,Thursday,April,2010,Q2,7.16761,7.20072,7.02007,7.11666,713338162.5
05-04-2010,Monday,April,2010,Q2,7.08742,7.19321,7.0807,7.19291,807106509.4
06-04-2010,Tuesday,April,2010,Q2,7.1859,7.24554,7.14807,7.2249,527854061.9
07-04-2010,Wednesday,April,2010,Q2,7.23023,7.29611,7.19844,7.25581,743267408.5
08-04-2010,Thursday,April,2010,Q2,7.25019,7.28546,7.17809,7.23655,677950885.4
09-04-2010,Friday,April,2010,Q2,7.28297,7.29511,7.25167,7.29227,395289218.1
12-04-2010,Monday,April,2010,Q2,7.32624,7.33097,7.29307,7.30698,394275051.1
13-04-2010,Tuesday,April,2010,Q2,7.30519,7.32309,7.27182,7.31173,361011750.2
14-04-2010,Wednesday,April,2010,Q2,7.39419,7.41416,7.36109,7.41038,477779487.8
15-04-2010,Thursday,April,2010,Q2,7.41779,7.51103,7.40437,7.50729,444790262.4
16-04-2010,Friday,April,2010,Q2,7.50975,7.57355,7.37551,7.46125,888194763.9
19-04-2010,Monday,April,2010,Q2,7.43538,7.47666,7.29147,7.45148,670665416.3
20-04-2010,Tuesday,April,2010,Q2,7.51675,7.51695,7.32742,7.3771,852130870.8
21-04-2010,Wednesday,April,2010,Q2,7.78936,7.84921,7.71241,7.8178,1160938403
22-04-2010,Thursday,April,2010,Q2,7.78739,8.04477,7.72704,8.03726,937265606.6
23-04-2010,Friday,April,2010,Q2,8.05268,8.20852,8.05228,8.16783,942267129
26-04-2010,Monday,April,2010,Q2,8.20241,8.21751,8.08872,8.12821,566418986.4
27-04-2010,Tuesday,April,2010,Q2,8.05228,8.07845,7.85702,7.90354,838258425.3
28-04-2010,Wednesday,April,2010,Q2,7.93129,7.96249,7.73335,7.89022,897119462.2
29-04-2010,Thursday,April,2010,Q2,7.93327,8.14382,7.90254,8.10185,660926662.4
30-04-2010,Friday,April,2010,Q2,8.13532,8.15993,7.87163,7.8746,641502336.5
03-05-2010,Monday,May,2010,Q2,7.97475,8.07943,7.92793,8.03342,536932851.2
04-05-2010,Tuesday,May,2010,Q2,7.91588,7.94027,7.74293,7.80081,855843779.2
05-05-2010,Wednesday,May,2010,Q2,7.62727,7.78609,7.50215,7.72061,1043918909
06-05-2010,Thursday,May,2010,Q2,7.66006,7.78906,6.00916,7.42737,1514496429
