Date,Day ,Month,Year,Quarter,Open,High,Low,Close,Volume
30-12-1992,Wednesday,December,1992,Q4,0.450585,0.450585,0.443058,0.443058,119112012.2
31-12-1992,Thursday,December,1992,Q4,0.443058,0.452422,0.443058,0.450585,109218156.9
04-01-1993,Monday,January,1993,Q1,0.448798,0.452422,0.435514,0.439158,152918649.5
05-01-1993,Tuesday,January,1993,Q1,0.437331,0.446654,0.431591,0.446654,220558197.2
06-01-1993,Wednesday,January,1993,Q1,0.458111,0.467444,0.455997,0.465676,333224633.4
07-01-1993,Thursday,January,1993,Q1,0.465676,0.471108,0.456847,0.459999,322256429.1
08-01-1993,Friday,January,1993,Q1,0.458111,0.47505,0.450585,0.469262,380041862.4
11-01-1993,Monday,January,1993,Q1,0.467444,0.48524,0.465676,0.483436,324139715.6
12-01-1993,Tuesday,January,1993,Q1,0.473172,0.480788,0.463888,0.463888,409909355.9
13-01-1993,Wednesday,January,1993,Q1,0.463888,0.482545,0.461754,0.478931,236407145.7
14-01-1993,Thursday,January,1993,Q1,0.482545,0.491859,0.480788,0.490043,435546152.6
15-01-1993,Friday,January,1993,Q1,0.459999,0.469262,0.452422,0.454219,1068865216
18-01-1993,Monday,January,1993,Q1,0.448798,0.452422,0.437331,0.448798,395081723.6
19-01-1993,Tuesday,January,1993,Q1,0.450585,0.455997,0.446654,0.450585,324511041.1
20-01-1993,Wednesday,January,1993,Q1,0.450585,0.454219,0.448798,0.452422,187971867.6
21-01-1993,Thursday,January,1993,Q1,0.450585,0.454219,0.443058,0.452422,218383175.5
22-01-1993,Friday,January,1993,Q1,0.454219,0.454219,0.444846,0.448798,174006289.7
25-01-1993,Monday,January,1993,Q1,0.446654,0.455997,0.446654,0.452422,239523793.9
26-01-1993,Tuesday,January,1993,Q1,0.455997,0.467444,0.455997,0.458111,338224665.4
27-01-1993,Wednesday,January,1993,Q1,0.459999,0.465676,0.443058,0.454219,268356963.9
28-01-1993,Thursday,January,1993,Q1,0.452422,0.454219,0.446654,0.451462,217932219.1
29-01-1993,Friday,January,1993,Q1,0.454219,0.461754,0.444846,0.448798,315107770.9
01-02-1993,Monday,February,1993,Q1,0.446654,0.461754,0.446654,0.461754,284855647.8
02-02-1993,Tuesday,February,1993,Q1,0.458111,0.463888,0.454219,0.454219,215916315.4
03-02-1993,Wednesday,February,1993,Q1,0.459999,0.459999,0.440917,0.452422,312839884.1
04-02-1993,Thursday,February,1993,Q1,0.452422,0.454219,0.444846,0.448798,246486756.4
05-02-1993,Friday,February,1993,Q1,0.446654,0.448798,0.424035,0.431591,435320661.2
08-02-1993,Monday,February,1993,Q1,0.429765,0.433705,0.418603,0.425934,332840024.1
09-02-1993,Tuesday,February,1993,Q1,0.429765,0.432806,0.425934,0.428817,282614298.3
10-02-1993,Wednesday,February,1993,Q1,0.429765,0.431591,0.414762,0.42049,317694031.3
11-02-1993,Thursday,February,1993,Q1,0.42049,0.424035,0.414762,0.41564,199258349.5
12-02-1993,Friday,February,1993,Q1,0.414762,0.418603,0.40532,0.406228,326115838.8
16-02-1993,Tuesday,February,1993,Q1,0.403581,0.403581,0.388508,0.399622,482827567.2
17-02-1993,Wednesday,February,1993,Q1,0.401378,0.407166,0.392017,0.406228,295545419
18-02-1993,Thursday,February,1993,Q1,0.414762,0.41646,0.403581,0.414762,331712702.9
19-02-1993,Friday,February,1993,Q1,0.41646,0.418603,0.412896,0.414762,210544902.2
22-02-1993,Monday,February,1993,Q1,0.414762,0.422219,0.412896,0.41564,116950231.8
23-02-1993,Tuesday,February,1993,Q1,0.414762,0.41646,0.407166,0.408996,229815573.5
24-02-1993,Wednesday,February,1993,Q1,0.392973,0.406228,0.392973,0.404104,339338723.1
25-02-1993,Thursday,February,1993,Q1,0.401378,0.412896,0.401378,0.412896,198024951.3
26-02-1993,Friday,February,1993,Q1,0.408996,0.408996,0.393912,0.399622,349192847.5
01-03-1993,Monday,March,1993,Q1,0.399622,0.403581,0.397814,0.401378,141273969
02-03-1993,Tuesday,March,1993,Q1,0.399622,0.410733,0.399622,0.408996,174894859
03-03-1993,Wednesday,March,1993,Q1,0.407166,0.414762,0.401378,0.411612,240027826.8
04-03-1993,Thursday,March,1993,Q1,0.410733,0.41646,0.403581,0.414762,223025126.2
05-03-1993,Friday,March,1993,Q1,0.412896,0.42049,0.412896,0.414762,132175767.3
08-03-1993,Monday,March,1993,Q1,0.414762,0.427927,0.414762,0.425934,209603270.6
09-03-1993,Tuesday,March,1993,Q1,0.425934,0.433705,0.425934,0.427927,183343161.2
10-03-1993,Wednesday,March,1993,Q1,0.427927,0.431591,0.422219,0.427927,156897398.8
11-03-1993,Thursday,March,1993,Q1,0.429765,0.431591,0.424035,0.428817,171247594.1
12-03-1993,Friday,March,1993,Q1,0.427927,0.427927,0.418603,0.424035,150027325.6
15-03-1993,Monday,March,1993,Q1,0.422219,0.431591,0.417617,0.429765,161088445.7
16-03-1993,Tuesday,March,1993,Q1,0.431591,0.435514,0.425934,0.425934,119934352.9
17-03-1993,Wednesday,March,1993,Q1,0.425934,0.429765,0.414762,0.41564,208674932.9
18-03-1993,Thursday,March,1993,Q1,0.414762,0.419217,0.410733,0.410733,125743400.3
19-03-1993,Friday,March,1993,Q1,0.414762,0.41646,0.403581,0.40532,182481088.6
22-03-1993,Monday,March,1993,Q1,0.403581,0.406228,0.397814,0.401378,195624420
23-03-1993,Tuesday,March,1993,Q1,0.401378,0.407166,0.396649,0.397814,121419799.9
24-03-1993,Wednesday,March,1993,Q1,0.397814,0.408996,0.39567,0.40532,169417362.8
25-03-1993,Thursday,March,1993,Q1,0.40532,0.412896,0.403581,0.412896,202547483.5
26-03-1993,Friday,March,1993,Q1,0.412896,0.412896,0.39567,0.401378,179709174
29-03-1993,Monday,March,1993,Q1,0.393912,0.39567,0.3828,0.384529,309908884
30-03-1993,Tuesday,March,1993,Q1,0.385399,0.393912,0.378752,0.393912,312680787.4
31-03-1993,Wednesday,March,1993,Q1,0.39567,0.397814,0.386258,0.388508,264112815.2
01-04-1993,Thursday,April,1993,Q2,0.386258,0.392017,0.384529,0.390297,128130685.2
02-04-1993,Friday,April,1993,Q2,0.380637,0.386258,0.373348,0.377873,300532164.1
05-04-1993,Monday,April,1993,Q2,0.376984,0.380637,0.373348,0.376984,176645505.1
06-04-1993,Tuesday,April,1993,Q2,0.376984,0.378752,0.36762,0.36762,199377734.5
07-04-1993,Wednesday,April,1993,Q2,0.369446,0.3828,0.365577,0.380637,192839251
08-04-1993,Thursday,April,1993,Q2,0.376984,0.380637,0.369446,0.375188,193528903.6
12-04-1993,Monday,April,1993,Q2,0.373348,0.384529,0.373348,0.376984,110186280.1
13-04-1993,Tuesday,April,1993,Q2,0.380637,0.386258,0.363719,0.365577,194775592.7
14-04-1993,Wednesday,April,1993,Q2,0.363719,0.36762,0.35897,0.36762,201380433.4
15-04-1993,Thursday,April,1993,Q2,0.363719,0.363719,0.352568,0.356184,258980185.3
16-04-1993,Friday,April,1993,Q2,0.363719,0.36762,0.357388,0.362869,813280331.6
19-04-1993,Monday,April,1993,Q2,0.365577,0.373348,0.363719,0.365577,269829101.8
20-04-1993,Tuesday,April,1993,Q2,0.36762,0.378752,0.363719,0.376984,284258835.9
21-04-1993,Wednesday,April,1993,Q2,0.378752,0.3828,0.371354,0.373912,243078280.9
22-04-1993,Thursday,April,1993,Q2,0.371354,0.380637,0.369446,0.376984,186711865.4
23-04-1993,Friday,April,1993,Q2,0.375188,0.378752,0.36762,0.371354,158847019.2
26-04-1993,Monday,April,1993,Q2,0.371354,0.375188,0.365577,0.369446,121738044
27-04-1993,Tuesday,April,1993,Q2,0.36762,0.378752,0.36762,0.378752,153555166
28-04-1993,Wednesday,April,1993,Q2,0.375188,0.392017,0.375188,0.387561,193303483.1
29-04-1993,Thursday,April,1993,Q2,0.388508,0.390297,0.377873,0.3828,97626540.63
30-04-1993,Friday,April,1993,Q2,0.3828,0.39567,0.3828,0.386258,156711750.7
03-05-1993,Monday,May,1993,Q2,0.386258,0.392017,0.384529,0.391157,77188742.21
04-05-1993,Tuesday,May,1993,Q2,0.393912,0.408996,0.392017,0.402671,202282233.9
05-05-1993,Wednesday,May,1993,Q2,0.399622,0.418603,0.399622,0.410733,299670055
06-05-1993,Thursday,May,1993,Q2,0.410733,0.412896,0.403581,0.40532,83435449.05
07-05-1993,Friday,May,1993,Q2,0.403581,0.412896,0.403581,0.412896,96976620.92
10-05-1993,Monday,May,1993,Q2,0.414762,0.421379,0.414762,0.414762,163329831.7
11-05-1993,Tuesday,May,1993,Q2,0.414762,0.41646,0.407166,0.410733,187547482.8
12-05-1993,Wednesday,May,1993,Q2,0.408996,0.412896,0.399622,0.401378,124602791.2
13-05-1993,Thursday,May,1993,Q2,0.403581,0.42049,0.403581,0.418603,428344525.3
14-05-1993,Friday,May,1993,Q2,0.41646,0.422219,0.414762,0.418603,139032625.5
17-05-1993,Monday,May,1993,Q2,0.418603,0.422219,0.414762,0.42049,82467265.04
18-05-1993,Tuesday,May,1993,Q2,0.418603,0.424035,0.414762,0.418603,193581918.3
19-05-1993,Wednesday,May,1993,Q2,0.412896,0.433705,0.410733,0.431591,204590040.9
20-05-1993,Thursday,May,1993,Q2,0.431591,0.444846,0.431591,0.443058,344033721.9
21-05-1993,Friday,May,1993,Q2,0.443058,0.445736,0.427927,0.433705,175491685.1
24-05-1993,Monday,May,1993,Q2,0.427927,0.443058,0.427927,0.434337,177998303.5
25-05-1993,Tuesday,May,1993,Q2,0.427927,0.433705,0.42049,0.425292,214006451.1
26-05-1993,Wednesday,May,1993,Q2,0.422219,0.435514,0.417617,0.435514,143953069.1
27-05-1993,Thursday,May,1993,Q2,0.435514,0.440917,0.431591,0.433705,233621964.5
28-05-1993,Friday,May,1993,Q2,0.429765,0.433705,0.424035,0.426772,217826157.3
01-06-1993,Tuesday,June,1993,Q2,0.425934,0.435514,0.425934,0.429765,159947858.9
02-06-1993,Wednesday,June,1993,Q2,0.427927,0.439158,0.422219,0.429765,237401817.3
03-06-1993,Thursday,June,1993,Q2,0.429765,0.431591,0.422219,0.425292,185743691.5
04-06-1993,Friday,June,1993,Q2,0.42049,0.424035,0.410733,0.413844,253038522.7
07-06-1993,Monday,June,1993,Q2,0.410733,0.412896,0.380025,0.3828,571130424.9
08-06-1993,Tuesday,June,1993,Q2,0.36762,0.376984,0.361942,0.373348,735481451.2
09-06-1993,Wednesday,June,1993,Q2,0.339275,0.343806,0.331758,0.333507,1395445292
10-06-1993,Thursday,June,1993,Q2,0.328103,0.337437,0.322365,0.335413,655680014.6
11-06-1993,Friday,June,1993,Q2,0.339275,0.341152,0.327273,0.329971,286951192.5
14-06-1993,Monday,June,1993,Q2,0.331758,0.337437,0.328103,0.336332,295439274.2
15-06-1993,Tuesday,June,1993,Q2,0.341152,0.341152,0.315785,0.316676,530891490.3
16-06-1993,Wednesday,June,1993,Q2,0.318515,0.326,0.313062,0.318515,418105705.5
17-06-1993,Thursday,June,1993,Q2,0.32027,0.32027,0.30512,0.310888,484843510.4
18-06-1993,Friday,June,1993,Q2,0.313693,0.317615,0.299788,0.30916,368622670.2
21-06-1993,Monday,June,1993,Q2,0.30512,0.30512,0.298019,0.298543,323967313.8
